nid,modTime,queued,provisioned,BatchId,BatchPosition,BatchSize
180400940000000044964100,Jun 29 2016 11:28PM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,53,1369
180400940000000045018597,Sep 17 2013 11:53AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,54,1369
180400940000000045026172,Feb  8 2015  9:28AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,55,1369
180400940000000045073876,Feb 28 2015  8:32AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,59,1369
180400940000000045041806,Feb 18 2015  7:12PM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,57,1369
180400940000000045031224,Sep 17 2013 11:53AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,56,1369
180400940000000045041861,Feb 28 2015  8:41AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,58,1369
180400940000000045087278,May 28 2015  7:09PM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,62,1369
180400940000000045114153,Feb 12 2014  9:15PM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,63,1369
180400940000000045084634,Jun 14 2015  7:38PM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,60,1369
180400940000000045085588,Feb 26 2015  8:37AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,61,1369
180400940000000045125635,Apr 22 2015  9:37PM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,65,1369
180400940000000045125742,Sep 17 2013 11:54AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,67,1369
180400940000000045125924,Sep 17 2013 11:54AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,75,1369
180400940000000045125838,Aug  3 2015 12:30PM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,71,1369
180400940000000045140178,Oct  1 2014 11:18AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,81,1369
180400940000000045140020,Oct  1 2014 11:18AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,80,1369
180400940000000045125920,Aug  3 2015 12:30PM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,74,1369
180400940000000045125930,Sep 17 2013 11:54AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,76,1369
180400940000000045125855,Oct  1 2014 11:18AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,72,1369
180400940000000045140009,Sep 17 2013 11:54AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,79,1369
180400940000000045139469,Oct  1 2014 11:18AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,78,1369
180400940000000045125794,Oct  1 2014 11:18AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,70,1369
180400940000000045125790,Apr 22 2015  9:37PM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,69,1369
180400940000000045125665,Oct  1 2014 11:18AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,66,1369
180400940000000045125754,Oct  1 2014 11:18AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,68,1369
180400940000000045124005,Sep 17 2013 11:54AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,64,1369
180400940000000045125861,Jul  3 2015  8:52PM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,73,1369
180400940000000045139461,Sep 17 2013 11:54AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,77,1369
180400940000000045140718,Sep 23 2013  5:00AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,82,1369
180400940000000045140763,Oct  1 2014 11:18AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,83,1369
180400940000000045141144,Apr 28 2015 12:41AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,85,1369
180400940000000045141029,Apr 22 2015  9:37PM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,84,1369
180400940000000045141238,Oct  1 2014 11:18AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,86,1369
180400940000000045142263,Oct  1 2014 11:18AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,88,1369
180400940000000045142122,Sep 17 2013 11:54AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,87,1369
180400940000000045350834,May 10 2015 10:56PM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,96,1369
180400940000000045367477,Apr 22 2015  9:38PM,Mar 25 2021  3:10PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,99,1369
180400940000000045348304,Jul  2 2014 11:56AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,95,1369
180400940000000045363449,May 18 2014 11:16PM,Mar 25 2021  3:10PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,98,1369
180400940000000045333945,Sep 17 2013 11:54AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,93,1369
180400940000000045142381,Nov 27 2018  3:49AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,89,1369
180400940000000045176344,Aug  3 2015 12:31PM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,91,1369
180400940000000045354926,Jul  2 2014 11:56AM,Mar 25 2021  3:10PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,97,1369
180400940000000045179062,Aug  3 2015 12:31PM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,92,1369
180400940000000045142694,Oct  1 2014 11:18AM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,90,1369
180400940000000045376897,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,100,1369
180400940000000045334205,Aug  3 2015 12:31PM,Mar 25 2021  3:09PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,94,1369
180400940000000045382104,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,102,1369
180400940000000045381043,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,101,1369
180400940000000045396695,Jan  4 2014  6:46AM,Mar 25 2021  3:10PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,105,1369
180400940000000045395134,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,104,1369
180400940000000045397248,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,106,1369
180400940000000045384599,Dec 17 2014 10:06PM,Mar 25 2021  3:10PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,103,1369
180400940000000045423799,Sep  9 2014  9:06PM,Mar 25 2021  3:10PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,113,1369
180400940000000045446688,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,117,1369
180400940000000045415629,Oct  1 2014 11:19AM,Mar 25 2021  3:10PM,Mar 25 2021  3:12PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,110,1369
180400940000000045421528,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,111,1369
180400940000000045421997,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,112,1369
180400940000000045459152,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,118,1369
180400940000000045427552,Sep 17 2013 11:48AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,114,1369
180400940000000045398542,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,107,1369
180400940000000045440771,Mar 31 2014 12:13PM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,116,1369
180400940000000045399073,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,108,1369
180400940000000045415284,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,109,1369
180400940000000045435617,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,115,1369
180400940000000045460872,Jan 29 2018 12:56AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,119,1369
180400940000000045471803,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,123,1369
180400940000000045460891,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,120,1369
180400940000000045466850,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,122,1369
180400940000000045478328,Jul  2 2014 11:56AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,124,1369
180400940000000045460911,Nov  1 2013 12:46AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,121,1369
180400940000000045495372,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,132,1369
180400940000000045484323,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,126,1369
180400940000000045500532,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,134,1369
180400940000000045497526,Jul  2 2014 11:56AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,133,1369
180400940000000045502911,Apr 22 2015  9:38PM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,135,1369
180400940000000045509093,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,136,1369
180400940000000045489350,Jul  2 2014 11:56AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,129,1369
180400940000000045526805,Jul  8 2014 10:15PM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,137,1369
180400940000000045527760,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,138,1369
180400940000000045493679,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,131,1369
180400940000000045487969,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,128,1369
180400940000000045484497,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,127,1369
180400940000000045492100,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,130,1369
180400940000000045483540,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,125,1369
180400940000000045530346,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,139,1369
180400940000000045531233,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,140,1369
180400940000000045536790,Sep 17 2013 11:54AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,141,1369
180400940000000045568716,Sep 17 2013 11:55AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,150,1369
180400940000000045578464,Sep 17 2013 11:55AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,153,1369
180400940000000045561418,Sep 17 2013 11:55AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,149,1369
180400940000000045550129,Jul  2 2014 11:56AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,146,1369
180400940000000045538040,Jul  2 2014 11:56AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,142,1369
180400940000000045544190,Dec 19 2013  5:12AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,144,1369
180400940000000045550329,Sep 17 2013 11:55AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,147,1369
180400940000000045585927,Oct  1 2014 11:19AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,154,1369
180400940000000045571173,Sep 17 2013 11:55AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,151,1369
180400940000000045542064,Sep 17 2013 11:55AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,143,1369
180400940000000045589062,Sep 17 2013 11:55AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,155,1369
180400940000000045602177,Sep 17 2013 11:55AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,157,1369
180400940000000045620682,Jun  2 2016  3:20AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,161,1369
180400940000000045618757,Sep 17 2013 11:55AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,160,1369
180400940000000045573585,Sep 17 2013 11:55AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,152,1369
180400940000000045603902,Sep 17 2013 11:55AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,158,1369
180400940000000045614709,Jul  2 2014 11:56AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,159,1369
180400940000000045597618,Sep 17 2013 11:55AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,156,1369
180400940000000045558359,Sep 17 2013 11:55AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,148,1369
180400940000000045550052,Jul  2 2014 11:56AM,Mar 25 2021  3:10PM,Mar 25 2021  3:13PM,FA45A455-9FE3-4661-896F-7C5FF6EDEBB0,145,1369
